title,link,content
irp 계좌개설 해서 퇴직금 받고 해지하면 세금을 많이 떼나요?,https://cafe.daum.net/zoomin62/GN37/3479886?q=irp,"이번에 퇴사하면서 처음 개설중인데 뭐가 뭔지 모르겠어요..
퇴직금 바로 써야하는데 받자마자 해지 하면 불이익이 있나요??"
퇴직소득지급명세서 홈택스 신고(개인형 IRP포함),https://cafe.daum.net/tofanTV/9kdq/245?q=irp,"퇴직소득지급명세서신고
.pdf
1.11MB
https://youtu.be/0HZOB71n0Og
 ## 퇴직소득 지급명세서 제출 기한 및 작성 방법 완벽 정리 (2024년 귀속)

2024년 귀속 퇴직금을 지급한 사업장은 **2025년 3월 10일**까지 퇴직소득지급명세서를 신고해야 합니다. 잊지 말고 꼭 기한 내에 제출하세요!

직원이 퇴직할 경우 퇴직급여를 지급해야 하며, 이때 퇴직급여에서 퇴직소득세와 지방소득세를 차감한 후 지급해야 합니다. 사용자는 미리 떼어낸 퇴직소득세를 퇴직금 지급일 다음 달 10일까지 관할 세무서에 납부 및 신고해야 하며, 지방세는 각 시군구청에 따로 신고 및 납부해야 합니다.

개인형 퇴직연금(IRP) 계좌로 이전하는 경우, 퇴직소득세는 과세이연됩니다. 하지만 이 경우에도 퇴직소득세를 '0'원으로 설정하여 원천징수이행상황신고서를 작성하여 관할 세무서에 신고해야 합니다.

물론, 원천세 신고 외에도 퇴직급여를 급여계좌에 지급하거나 IRP로 이전한 경우 퇴직소득 지급명세서를 함께 제출해야 합니다. **퇴직소득 지급명세서 제출기한은 퇴사연도 다음 해 3월 10일까지**입니다.

**만약 퇴직소득 지급명세서 제출기한 내 제출하지 못하면 지급금액의 1%에 해당하는 지급명세서 미제출 가산세가 부과될 수 있으니 주의하세요!**

### 퇴직소득 지급명세서 제출: 퇴직급여 제도에 따라 달라진다!

퇴직소득 지급명세서는 사업장에서 채택하고 있는 퇴직급여 제도에 따라 제출 여부가 달라집니다.

**1. 반드시 제출해야 하는 경우:**

*   **기존 퇴직금 제도:** 일반적인 퇴직금 제도를 운영하는 사업장
*   **확정급여형 퇴직연금 제도 (DB형):** 퇴직연금 운영 주체가 회사가 되며, 사전에 확정된 급여를 지급하는 형태
*   **퇴직급여 직접 지급:** 퇴직금을 직원 급여 계좌로 직접 지급하는 경우
*   **개인형 퇴직연금(IRP) 이전:** 퇴직금을 직원 개인형 퇴직연금 계좌로 이체하는 경우

    *   **IRP 이전 시 주의 사항:** IRP 계좌로 이전하는 경우, 이전과 동시에 퇴직소득 지급명세서를 작성하여 **해당 퇴직연금사업자(금융기관)와 국세청에 각각 제출**해야 합니다.

**2. 제출할 필요 없는 경우:**

*   **확정기여형 퇴직연금 제도 (DC형):** 퇴직연금 운영 주체가 개인이 되며, 회사는 정해진 금액을 직원 계좌에 납입하는 형태

    *   **DC형의 경우:** 퇴직소득세 지급명세서 작성 및 원천세 신고는 **IRP 계좌를 가입한 금융기관에서 모두 처리**합니다. 사업자는 별도로 진행할 필요가 없습니다.

**요약:**

| 퇴직급여 제도               | 퇴직소득 지급명세서 제출 주체 | 제출 시기                                         | 제출처
| -------------------------- | -------------------------- | ------------------ | ---------------------------------------------- |
| 기존 퇴직금 제도           | 사업장                | 퇴사 연도 다음 해 3월 10일까지                         | 국세청
| DB형 퇴직연금               | 사업장               | 퇴사 연도 다음 해 3월 10일까지                         | 국세청
| 퇴직금 직접 지급             | 사업장              | 퇴사 연도 다음 해 3월 10일까지                          | 국세청
| IRP 이전                          | 사업장              | IRP 이전과 동시에                                          | 해당 금융기관, 국세청
| DC형 퇴직연금               | 금융기관           | 해당 금융기관에서 처리 (사업장 제출 불필요) | 해당 금융기관, 국세청 (금융기관에서 처리)                       |

**정리하자면, 사업자가 채택하고 있는 퇴직급여제도에 따라 제출 여부가 달라집니다. 퇴직금 및 DB형을 도입한 사업장이라면 반드시 다음 해 3월 10일까지 제출해야 하며, IRP 이전할 계획인 경우 이전과 동시에 해당 금융기관으로도 제출 및 통보해야 합니다.**

### 퇴직소득 지급명세서 작성 방법 (홈택스)

퇴직소득세 지급명세서 작성 및 제출 방법은 다음과 같습니다.

1.  국세청 홈택스 (http://www.hometax.go.kr) 접속
2.  \[지급명세서 자료제출] ⇨ \[근로 퇴직소득] ⇨ \[퇴직소득 지급명세서 제출] 탭 선택
3.  제출 방식을 \[직접작성제출방식]으로 선택

**1단계: 기본사항 입력**

*   사업자 본인의 사업자번호, 상호명, 성명 입력

**2단계: 퇴직 직원 인적사항 입력**

*   퇴직 직원의 성명, 주민등록번호, 주소 등 인적사항 입력

**3단계: 고용 정보 입력**

*   입사일, 기산일, 퇴사일, 지급일 입력
    *   입사일과 기산일에는 모두 입사한 날짜 입력
    *   퇴사일은 퇴사한 날짜 입력
    *   지급일에는 퇴직급여를 지급한 날짜 입력
    *   중간정산한 경우 \[중간지급]란에 입력

**4단계: 퇴직급여 현황 입력**

*   \[퇴직급여 현황] 탭에서 실제 지급한 퇴직급여 입력
*   입력 완료 시 과세표준 및 퇴직소득 납부세액 등 자동 계산되어 표시

**5단계: 세액 공제 및 기납부세액 입력 (해당하는 경우)**

*   세액공제 또는 기납부세액이 있는 경우 해당 금액 입력
*   없다면 신고대상세액을 퇴직소득세 명목으로 납부

**6단계: IRP 이전 시 (중요!)**

*   개인형 퇴직연금(IRP) 계좌로 퇴직급여를 이전한 경우, 위 내용을 그대로 작성
*   이연퇴직소득세를 신고대상세액과 동일하게 작성하면 납부명세에서 차감원천징수세액이 0원이 되는 것을 확인 가능

**7단계: 제출 완료**

*   해당 내역을 등록한 후 \[작성완료] 버튼을 누르면 퇴직소득 지급명세서 제출 완료

**퇴직소득 원천징수영수증 발급:**

퇴직한 직원이 연말정산용으로 퇴직소득 원천징수영수증 발급을 요구하는 경우, 아무리 빨라도 3월 말 혹은 4월 초가 되어야 발급 가능합니다. 사업자에게 요구한다면 그 전에 발급받을 수도 있으니 급히 필요한 경우 사업자에게 문의해보세요. (원천징수영수증과 지급명세서는 동일한 의미의 서류입니다.)"
나무증권 Irp 계좌에 송금하니 개인irp1호?,https://cafe.daum.net/10in10/FlzD/318585?q=irp,"어제 신랑거 나무증권 irp개정 만들고요
오늘 장 시간에만 입금이 가능하데서,
30넣어놓고 tdf 주문하려고 했더니,
거래가 계속 안됀다고 떠서,
종합잔고에 들어가 보니
개인형irp 개인iro1호 ira1-001 수량 300,000. 매입가 300,000. 평가금액 300,000
요렇게 뜨네요

연금현황
dc.irp 잔고/매도
상품별 적립금현황(상품을 터치하시면 상세정보 확인 및
상품매수가 가능합니다)

자동운용상품(고유계정대)
매입금액 300,000
평가금액 300,000
평가손익 0원
위험자산여부 n
Etf 주문 상품찾기 이자지급내역

제가 가입할때 뭘 잘못한거 같은데요
요거 취소 어떻게 해야 하나요?

Irp 계좌를 해지하려고 해도
평일 오전 9~4시만 가능하네요~ㅠ"
신랑 irp 계좌 만들고 실수로..,https://cafe.daum.net/mmnix/Dpgu/22619?q=irp,"토욜은 온누리앱 환급도 있고 해서요
아침 일찍 먹고, 치우고
인천재래시장 가서요
병어7마리 온앱 1만원 쓰고 구입요
마트 2곳 들러서 몇가지 사고,
야채가게 들러서 콩나물과 새송이버섯 삼요
환급 받은걸로
닭똥집 튀김도 사구요
근처 모둠순대도 파는곳이 있어서 중자로 주문하고
시식도 하게 주셔서 맛나게 먹었네요~^^

오면서 차에서 똥집튀김 먹으면서 왔고,
집에 도착해서 산걸로 간단히 요기 했네요

일욜엔 아침에 신랑과 나가서
근처 감자탕집에 오랫만에 들러서 먹고, 산책 하고 들어왔구요
늦은 점심으로 병어손질해(신랑이) 준걸로 양념하고 무 잘라서
조림해서 맛나게 먹었네요

신랑 irp 계좌를 터야 할거 같아서요(연말정산 세액공제용)
어제 신랑 헨펀으로 증권사 계좌트고, 입금이 바로 안되어서 이것저것 만졌네요 ㅡ.ㅡ
신랑 isa 계좌두 만들고요
요건 바로입금 되어 다행이다 했구요


오늘 아침에야 irp계좌에 입금되어서
거래하려고 보니 안되어서,종합잔고 들어가 보니
엉뚱한 계좌로 거래가 있어서 찾아보니
퇴직연금 이전 계좌라고 ㅡ.ㅡ
어제 입금 안되어서, 다른걸 건드린게 화근이네요~ㅠ
Isa 는 무사히 거래가 가능한데, irp는 신랑이
퇴근하고 와야 헨펀으로 확인 가능할듯요
Pc로는 아무리 봐도 그쪽이 없어서 확인이 어렵네요

그래서 아침은 신랑 irp 계좌건으로 시간이…
개인퇴직연금은 복잡하네요~^^;;

기존 제꺼 키움 쓰다가, 신랑거 나무증권 쓰려니
어렵네요ㅡ.ㅡ

오늘 낮부터 조금씩 날이 풀린데서,
내일은 밀린 빨래 돌려야 겠어요"
2025년 6월30일부터 적용되는 이민국재정증명(IRP) 변경 사항!!,https://cafe.daum.net/melodynara/5Sx3/72?q=irp,"비자가 필요 없는 국가 출신 학생도 아일랜드 IRP 등록시 체류 기간 동안 충분한 재정적 지원 능력을 입증해야 합니다.
2025년 6월 30일부터는 비자 필수 국가 출신과 동일한 수준으로 금액이 상향 조정됩니다

8개월 초과 과정의 경우 현재는 €7,000 → 2025년 6월 30일부터는 €10,000.
8개월 이하 과정의 경우 현재는 월 €585(총 €4,680) → 2025년 6월 30일부터는 월 €833(총 €6,665).

보다 자세한 문의는
카카오톡 ID : 아유모
문자: 01021621252
전화:1800-7517

아일랜드 어학연수, 학사,석사진학, 파운데이션, 의대 및 약대 진학 수속은 아유모와 함께 하세요!
(아유모는 대한유학협회(KIEA), 국제유학협회(FELCA), 아일랜드어학원협회(EEI), 영국교육협회(British Council) 소속 유학원입니다)
 https://www.irishimmigration.ie/coming-to-study-in-ireland/what-are-my-study-options/a-fee-paying-private-primary-or-secondary-school/information-on-student-finances/"
"Isa, irp, 연저펀 배당세 관련 정리 잘된 영상",https://cafe.daum.net/subdued20club/LxCT/333089?q=irp,"출처 : https://www.dmitory.com/invest/352367651

↓https://youtu.be/Nkr155qZAv4

주식입문과 isa 관련해서 원래 자주보던 채널인데 정리영상 올라와서 갖고옴.
정리를 잘 해줘서 이제 막 연금계좌 입문하고 포트폴리오 짜려는데 무슨 혜택이 어떻게 줄어들고 뭐가 뭔지 잘 모르겠는 톨이들이 보면 좋을 거 같아.


https://www.youtube.com/live/WkqGNN34QYo?si=81vNB1wLjFbR481t

이 영상은 관련 첫기사를 작성한 한국경제 나수지 기자님이 기사에는 다 싣지 못한 자세한 내용을 설명하는 영상인데 라이브영상이다 보니 정리는 좀 덜 되었지만 관심있는 톨들은 같이 참고하면 좋을 듯."
연저펀이랑 irp 잘아는 푸딩들.....,https://cafe.daum.net/-Urichil/YLpg/750101?q=irp,"ㅠ 궁금한게있는데
연저펀 먼저 600채우고 irp 300하라고 하잖아
왜그런거야....?
그냥 irp에 900 하면 안되는거야ㅠㅠㅠㅠ???
연봉은 7000정도야..!"
IRP상품 조언부탁드려요.,https://cafe.daum.net/mmnix/EttT/1791?q=irp,"19일 3월풍차만기라 500보태서 1500 재예치했습니다.

오늘 해외송금 두번째 하러 하나은행갔다가 환율우대해준다는 말에 영업당했는데요...ㅜㅜ
저녁이 되니 급 후회가 되네요.

일단 저는 위험한 투자목적은 싫다했고 창구직원(과장)은 그런상품 아니라고 했는데 막상 오후에 안내톡에는 고위험군이라고 되어 있더라구요..

환율우대받고 송금하면서 개인연금형으로 가입했는데 다시 해지해야하는지 갑자기 판단이 안서네요.ㅜㅜ

혹시 잘 아시는분들은 아낌없이 조언 부탁드립니다."
irp 아는 사람!!,https://cafe.daum.net/baemilytory/8zMg/9764113?q=irp,"KB에는 퇴직형 IRP가 따로 없고 개인형 irp가 퇴직, 적립으로 나뉘는데
퇴직이 퇴직형 irp인거지??

나는 퇴직금 수령하고 바로 해지하려고"
DC형 퇴직연금(IRP)가입한 사람은 개인형 IRP상품 가입 안되나요?,https://cafe.daum.net/10in10/Ekvd/704?q=irp,"신랑이 오늘 연말정산용으로 개인형 IRP개설하고 입금 하려고 하니 타사에 이미 연간가입금액이 다 차서 입금한도액을 조절하려고 해도 입금이 안되네요.
회사에서 운영하는 DC형 IRP 상품에 2천만원 넘게 가입되어 있어요
이런 경우 개인형 IRP 입금 할수 없나요??
급하네요.ㅠㅠ"
irp 계좌 퇴직금 수령할때 세금 얼마떼고 받았어??,https://cafe.daum.net/ok1221/8lcX/91401215?q=irp,"나 한 1200정도 되는데
얼마정도 때려나,,
너넨 얼마정도 때고 받음?"
기간제 교사 퇴직금을 위해 IRP 계좌를 알려달라고 하십니다,https://cafe.daum.net/teacherexam/5lBg/122140?q=irp,"IRP 계좌가 없어서 찾아보니 300만원 이하면 일반계좌에서 받을 수 있다고 하더라고요.
그런데 올해도 기간제를 하게 될 예정인데 가입하는 게 좋을까요?"
"안정된 노후 위한 자산 관리법 - 100세 시대, 부부 노후자금 21억 필요… 3040은 IRP등 절세상품 활용을",https://cafe.daum.net/21ceta/Vvry/157?q=irp," 100세 시대, 부부 노후자금 21억 필요… 3040은 IRP등 절세상품 활용을
[한화생명 은퇴백서]
안정된 노후 위한 자산 관리법
이지은 한화생명 상속연구소 FA 입력 2025.02.05. 00:35 조선일보
통계청이 작년 12월 발표한 ‘2024년 가계금융복지조사 결과’에 따르면 은퇴 후 가구주들의 월 최소 생활비는 2인 기준 240만원, 적정 생활비는 월 336만원으로 집계됐다. 5년 전보다 각각 40만원, 45만원가량 늘었다. 은퇴 후 감당해야 하는 생활비 부담이 매년 커지고 있다는 얘기다. 또 예상 은퇴 연령은 68세였지만, 실제 은퇴하는 나이는 63세로 5년가량 빨랐다. 올해는 인구 20%가 65세 이상 노인인 초고령 사회로 진입하는 해이자, 2차 베이비부머(1964~1974년생)가 법적 은퇴 연령(60세)에 진입한 시기다. 은퇴 후에도 안정된 삶을 꾸려 나가려면 어떤 준비가 필요한지 알아보자.
◇재정 상태 자가 진단
우선 ‘내가 얼마를 갖고 있는지’ 확인하는 게 중요하다. 은퇴 세대는 현재 자산을 어떻게 운용할지, 젊은 세대는 은퇴 후 자산이 얼마나 필요한지를 살펴야 한다. 특히 건강할 때 자산을 미리 정리해 놓을 필요가 있다. 금융 소비자 정보 포털 사이트 파인(fine.fss.or.kr)을 이용하면 자신의 금융 계좌, 보험 가입 정보, 대출 정보 등을 쉽게 찾아볼 수 있다. 지금은 거래하지 않는 증권사에 위탁된 주식을 찾고 싶다면 한국예탁결제원(www.ksd.or.kr)의 ‘주식 찾기’를 이용하는 것도 방법이다.
그래픽=이진영
보유하고 있는 자산을 확인했다면, 은퇴 비용을 미리 계산해 현재 자산 수준이 어느 정도인지 파악해 보자. 은퇴 후 월 생활비, 의료비, 취미 관련 비용 등 예산을 세우고, 여기에 필요한 금액을 산정해 보면 된다.
이때는 장기적으로 인플레이션을 고려해 자금 규모를 정하는 것이 좋다. 통계청 자료에 따라 적정 생활비를 월 336만원으로, 은퇴 연령을 63.8세로 보고, 기대 수명이 100세라면 단순 계산으로 필요한 금액은 15억원이다. 여기에 물가 상승률을 2%로 가정한다면 총 21억원이 필요하다는 계산이 나온다.
그래픽=이진영
◇노후 포트폴리오 짜기
최소 생활비와 현재 내 자금 상태를 알아봤으면, 이제는 부족액을 계산해 보자. 전문가들은 노후 자금을 일시금이 아니라 매달 필요한 월 생활비에서 부족한 부분을 확보하는 방식으로 준비하는 것이 좋다고 말한다. 월 생활비 부족액을 계산하려면, 예상 월 생활비와 국민연금, 퇴직연금, 개인연금 등 내가 받을 수 있는 연금액의 차이를 비교해 보면 된다. 국민연금공단에서 연금 수령 시점, 예상 수령액 등을 확인할 수 있고, 사적 연금은 각자 가입한 금융회사를 통해 알아볼 수 있다.
이를 바탕으로 노후 포트폴리오를 짤 때는 사적 연금을 활용하고, 연령별로 전략을 다르게 취하기를 추천한다. 3040세대는 개인종합자산관리계좌(ISA), 개인형퇴직연금(IRP), 장기저축성보험 등 절세 상품을 적극적으로 활용하는 것이 좋다. 근로소득이 있을 때 미리 가입해 두면 향후 연금 재원을 늘릴 수 있기 때문이다. 은퇴를 앞둔 5060세대라면 앞으로 운용할 현금 자산과 연금액에 맞춰 전략을 세워야 한다.
예를 들어, 현금 자산 5억원이 있고 보유 중인 연금 자산으로 월 250만원 수령이 가능한 부부의 사례를 보자. 이들이 필요한 생활비를 월 400만원으로 책정했다면 현금 자산 5억원으로 매달 수익 150만원을 내는 법을 찾아야 한다. 즉 수익률이 연간 약 4%가 넘는 포트폴리오가 필요한 것이다.
◇관련 제도 활용
올해부터는 수익률을 높이기 위해, 인공지능(AI) 로보 어드바이저가 개인형 퇴직연금 적립금을 운용하도록 일임하는 서비스가 가능해졌다. 알고리즘을 이용해 투자자에게 맞는 금융 상품과 포트폴리오 구성을 추천하는 서비스로 활용 가능하다. 또, 자산 중 부동산 비율이 높은 경우가 많은 만큼, 이를 당장 현금화할 수 있는 구조가 필요하다면 주택연금을 활용할 수 있다.
최근 금융위원회는 ‘2025년 주요 업무 추진 계획’을 통해 다양한 노후 지원 보험 제도 대책을 내놓았다. 대표적으로 종신보험 사망 보험금을 연금 또는 요양 시설 입주권 등으로 마련할 수 있게 됐다. 과거 출시된 종신보험은 가입자 사망 이후에 배우자나 자녀 등 가입자가 지정한 수익자가 보험금을 받는 구조였다. 개선안에 따르면 종신보험 보험료를 모두 납입한 경우, 사망 보험금 일정 비율을 연금이나 요양 시설 입주권, 헬스케어 이용권 등 현물 형태로 받는 것이 가능해졌다. 이르면 올해 하반기부터 시행될 예정이다.
그래픽=이진영
◇상속도 미리 준비
한편 사후를 미리 준비해 본인 뜻에 따라 유산을 물려주려면 유언을 작성해야 한다. 대부분의 금융기관에서는 유언장 보관 서비스를 실시하고 있어, 공증받은 유언장을 보관해 주는 역할을 수행한다. 하지만 실질적 분쟁이 생긴다면, 당사자들 간에 유류분 분쟁을 해결해야 한다.
이를 대비해 고려할 수 있는 게 ‘유언 대용 신탁’이다. 유언 대용 신탁을 이용하면 금융회사에 자산을 맡기고 운용 수익을 받다가, 사망 이후 자기 의지대로 재산을 상속, 배분하게 된다. 국내에도 다양한 신탁 상품이 있다. 치매 신탁은 건강할 때 재산을 운용해 주다가 치매가 발생하면 병원비, 간병비 등을 지원하는 상품이다. 반려동물 양육비를 지급하는 ‘펫 신탁’도 등장했다. 작년 말부터는 보험금 청구권 신탁이 도입되어 사망 보험금도 금융회사에 신탁할 수 있게 됐다. 이를 이용하면 뜻밖 상황에 대비해 본인 의지대로 사망 보험금이 쓰이도록 설계하고, 상속 분쟁도 방지할 수 있다. 사망 보험금이 3000만원 이상이면 누구나 가입 가능하다.
21세기 영어교육연구회 / ㈜ 파우스트 칼리지
전 화 : (02)386-4802 / (02)384-3348
이메일 : faustcollege@naver.com / ceta211@naver.com
Cafe : http://cafe.daum.net/21ceta 21세기 영어교육연구회
Band : http://band.us/@ceta21 21세기 영어교육연구회
Blog : http://blog.naver.com/ceta211 21세기 영어교육연구회
Web-site : www.faustcollege.com (주)파우스트 칼리지
 "
"[재테크] 세금 가장 덜 내는 황금배분 (연금저축, IRP, ISA)",https://cafe.daum.net/menstalking2014/fA09/115?q=irp," 세금 가장 덜 내는 황금배분 (연금저축, IRP, ISA)|나수지의
글로벌ETF

 
 https://youtu.be/Cdgqgr2RevA?si=2Pm7sS_e0C1XOWu2




출처 : 한경코리아마켓


 


 (+)추가
출처 : 더쿠
 
 
 
 게시글 제목 앞부분에 [말머리] 작성 부탁드립니다.
Ex) [PPT플랫폼], [ppt 자료], [코딩], [경영학], [질문]"
IRP,https://cafe.daum.net/mmnix/EmC9/3578?q=irp,"안녕하세요
이번에 연말정산 소득공제를 받고 싶어 IRP계좌를 만들까 생각중인데요..
가입절차 및 가입후에 어떻게 운영하는지 궁금합니다.
그리고 인터넷에 글 보면 개인연금+IRP 이렇게 해서 900만원까지 소득공제 가능하다고 나오는데. 
저는 개인연금은 없는데 그럼 IRP계좌에 900만원 넣고 소득공제 받을수 있는건가요?
아니면 IRP계좌에는 300만원만 납입가능하고 300만원에 대한 소득공제만 받을수 있는건가요?
너무 헷갈려요.. 
회사에서 퇴직연금으로 미래에셋증권에 납입 중인데 이거랑은 별개인거죠?
최대한 쉽게 알려주실분 계실까요?"
한 1주동안 isa irp 연저펀 공부 열심히 하다가,https://cafe.daum.net/menstalking2014/Xjq4/1546478?q=irp,"또 한 1주동안 etf에 대해서 공부해본 결과
etf 직투하기로 결심함,,
30년 뒤 경제적 자유를 이룰 깜자를 응원해주세요 …"
'절세계좌 3총사' 연금저축·IRP·ISA…세금 덜 내는 황금배분법 [수지맞는 재테크],https://cafe.daum.net/kimsystem/DXk9/1084?q=irp,"(클릭) https://www.hankyung.com/article/202501082009i
'절세계좌 3총사' 연금저축·IRP·ISA…세금 덜 내는 황금배분법 [수지맞는 재테크]
'절세계좌 3총사' 연금저축·IRP·ISA…세금 덜 내는 황금배분법 [수지맞는 재테크], 나수지 기자, 뉴스
www.hankyung.com
 "
"절세의 사례- 퇴직금을 IRP로 옮겼는데, 그리고",https://cafe.daum.net/dobongbak/OHGe/237?q=irp,"나이가 있다보니..  운동동호회 형님들이 하나 둘 다니던 회사를 은퇴했고.. 
최근 치맥한잔 하면서 들은 이야기 입니다. 
 퇴직금DC을 퇴직소득세를 내고 일시수령을 하지 않고
개인연금계좌 입금하고  과세이연을 선택해 놨는데.. 
인생이.. 계획대로 흘러 가지 않기에... 
 재건축 관련 중도금/분담금? 납입을 위해  개인연금계좌로 부터 일시 출금해야 한다고 하면서..
전에 알려드렸던  [10년 출금한도액]  기억하시나요?
 올(2025)해 이미 10%를 찾았고 
내년(2026)초에 10%를 인출 한뒤에  내년(2026) 중순에 전액 인출을 한다고 합니다. 
 그러면, 2025:(10*5.5%) + 2026:(10*5.5% + 80*16.5%)  이렇게 세금이 부과 된다고 합니다.
 [피치못할 상황]에서 [최대한 절세]를 할수 있는 방법이라고 합니다. 
 --------------------------------------------------------------------------------------
저는 예전 글에서  퇴직금은 연금계좌로 전환 하지 않기로
결정했다고 말씀드렸습니다. 
저도 목돈이 필요한 예측못할 상황을 대비해서 결정한 배경입니다.
  ==================================================
세재혜택 계좌  입금에 대한 사례
==================================================
ISA 계좌는  년 2000만원 입니다.  올해 입금안했다면 
한꺼번에 내년에 4000만원을 입금해도 된다고 합니다.
그리고, 작년 5월에 계좌를 개설했어도  올해 1월1일부터 2000만원을 
입금할수 있습니다.   
( 1억을 채울 땐 5년 내에 채워야 하는 걸로 이해하고 있습니다.)
 [ 년 환산 수익율 이라고 있죠?  아직 작년에 입금한 돈의 수익율이 1년 이 되지 않았는데
다시 2000만원을 입금했습니다.   년 환산 수익율이 복잡해 졌습니다.  
하지만. 그딴게 뭐가 중요합니까? 그냥 총액에서 수익율 계산하면 되겠죠. ]
 연금계좌는 최대 납입 금액을 초과 할수 없습니다. 
세액공제(900)+ 세액비공제(900) 
그리고, 해가 바뀌면 추가하여 납입할 수 없습니다.
 아마, 연금계좌도  년도별로 끊어서 입금 가능할 것이라 예상됩니다. 
내년에 시도해 보면 알겠죠. 
 ===================================================
   금융종합과세 대상 늦추기 
===================================================
각각의 상황을 고려해서 ( 소득등에 따라 가입제한됩니다. )
 특히, 금융종합과세 대상이 될 상황 이 예상될 때
 ISA 계좌를 이용해서 투자금 2000만원 의  5%  100만원을 금융종합과세 대상에서 
늦추는 방법으로 활용할 수 있습니다.
1년차 100만원  5년차 500만원 까지 늦출 수 있습니다.    
 [ 반드시]  [중개형]으로 만들어야 합니다.   
일반계좌에서 할수 있는건 다 할수 있습니다.  단, 예금은 가입못합니다.   
 현재, 제도적으로 [금융종합과세 대상자는 ISA계좌를 만들수 없기 때문]에  저처럼 
예상이 되면  미리 [만기를 100년]으로 미리 만들어 놓으면  저처럼 활용할 방법이 생길 겁니다.
 ------------------------------------------------------------------------------------------
돈에 꼬리표를 달아 놓으면  복잡한게 조금더 단순해 집니다. 
모르던 절세도 알게 됩니다.  여기에 시간을 보태서 생각해 보면 
인생을 설계하는 방법이 됩니다.  
 미리미리 생각해 보고 행동한다면 
실수 없이 잘 걸어가리라 생각하고 있습니다. 
내 인생 내가 주도 해야죠.  그러러면,  계속 공부하는 수 밖에 없습니다. 
 돌다리 두드리면서 건너는 태도로 일희 일비 하지 말고 
미리 생각해 놓고  행동해 간다면 
큰 실수 없이 잘 걸어 갈 것이라 생각하고 있습니다. 
          "
irp 퇴직연금 계좌 잘알있나ㅠ,https://cafe.daum.net/Duckgu/D3Dm/2539939?q=irp,"이번에 퇴사해서 irp 만들라는데 이거 늙어서까지 들고 있어야하는 계좌인거야?
긍까 언제 해지가 가능한지.. 바로 해지하면 수수료 폭탄 맞는다는데 이거의 장점을 모르겠음...
irp로 퇴직금 수령 → 동일 계좌에 지속 저축 → 세액공제 << 이게 장점이라는건가...?"
퇴직금을 더 불릴 수 있다고? IRP계좌,https://cafe.daum.net/realtyacademy/Xgw/4579?q=irp,"https://youtu.be/D2ME_w7YKEI?si=L8XOiMLkX2hatlvl
 "
혹시 irp(개인형노후연금) 운용하시는 분들 etf 추천해주실수 있을까요?,https://cafe.daum.net/dotax/Okf3/143475?q=irp,개인적으로 투자하는 etf는 잇는데 irp내 운용자산을 바꾸려니 이름이다 이해를 못하겠더라구요.. tqqq나 spy 같이 운용되는걸 사고싶은데 혹시 아시는분 계실까요?
irp 해지,https://cafe.daum.net/lovetogether2/ZHFQ/3009?q=irp," 
 
 
 주말 곰곰생각해보니
내주제에 국민연금 있음 된거지
무슨 퇴직연금?
노노
아무 짝에 필요없는거
내가 미쳤지
13개 irp를 매달 내고 있었네요 ㅎ
바보 멍충이

에공~
나이드니 모든게 구찬고 그래요
노는것도 흥이 안나고

애인두 시러 이제~~

결혼포기~

남는거 뭐까요???

낙이 읍써요 사는게 ㅎ
 
 
 
 
 
 
 
 
 
 
 
 
         💖진심담은 말 한마디가 누군가에겐 큰 힘이 됩니다~💖
               마음이 따뜻해 지는 댓글 남겨주고 가세요~^^  "
